track_name,artist_name,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,is_popular
Storm Sounds,"Sounds Of Nature : Thunderstorm, Rain",0.135,0.994,-17.939,0,6,0.0546,0.627,0.701,0.948,1e-05,90.885,147061,False
Talking Sun Showers,"Sounds Of Nature : Thunderstorm, Rain",0.218,0.999,-11.266,0,10,0.0628,0.895,0.992,0.843,0.00679,103.033,101640,False
Roaring Rain,"Sounds Of Nature : Thunderstorm, Rain",0.179,0.955,-26.735,0,11,0.0504,0.835,0.988,0.753,0.00588,81.058,150835,False
Light Morning Drizzle,"Sounds Of Nature : Thunderstorm, Rain",0.291,0.985,-19.645,0,9,0.11,0.0066,0.82,0.388,0.0218,108.789,115967,False
Distant Mediation Rain,"Sounds Of Nature : Thunderstorm, Rain",0.225,1.0,-8.538,0,0,0.0558,0.114,0.181,0.578,1e-05,86.014,149243,False
Nap Time Rainfall,"Sounds Of Nature : Thunderstorm, Rain",0.376,0.999,-15.867,0,5,0.0691,0.704,0.974,0.84,0.00718,132.17,119738,False
Crashing Rain,"Sounds Of Nature : Thunderstorm, Rain",0.164,1.0,-8.31,0,10,0.0693,0.112,0.0766,0.563,1e-05,127.583,134491,False
Relieving Rain,"Sounds Of Nature : Thunderstorm, Rain",0.165,0.995,-17.303,1,0,0.0633,0.232,0.999,0.435,0.00757,127.395,203446,False
Wildlife,"Sounds Of Nature : Thunderstorm, Rain",0.141,0.999,-20.398,1,7,0.0394,0.469,0.969,0.968,0.00431,91.869,583548,False
Rain Glow,"Sounds Of Nature : Thunderstorm, Rain",0.158,0.689,-26.141,0,6,0.0758,0.673,0.973,0.39,0.0342,86.398,92553,False
Crashing Cloudburst,"Sounds Of Nature : Thunderstorm, Rain",0.0884,0.975,-19.878,0,5,0.0486,0.401,0.995,0.377,0.0206,86.346,113584,False
Drifting in Space,"Sounds Of Nature : Thunderstorm, Rain",0.151,0.999,-14.034,1,10,0.0765,0.74,0.989,0.294,1e-05,135.157,175598,False
Alone with Positive Thoughts,"Sounds Of Nature : Thunderstorm, Rain",0.0,4.26e-05,-8.159,0,10,0.0,0.133,0.977,0.869,0.0,0.0,142482,False
Calming Murmurs,"Sounds Of Nature : Thunderstorm, Rain",0.168,0.434,-16.075,0,6,0.0624,0.924,0.955,0.43,0.0285,118.762,104797,False
White Noise Smooth Rain,"Sounds Of Nature : Thunderstorm, Rain",0.0565,0.35,-24.492,0,3,0.079,0.44,0.944,0.225,1e-05,63.389,78292,False
Drizzling Droplets,"Sounds Of Nature : Thunderstorm, Rain",0.163,0.997,-19.547,1,7,0.0638,0.925,0.587,0.27,0.00403,133.572,115799,False
Shelter from the Storm,"Sounds Of Nature : Thunderstorm, Rain",0.31,0.997,-17.269,1,1,0.073,0.107,0.93,0.934,0.0179,105.751,534173,False
Moody Clouds,"Sounds Of Nature : Thunderstorm, Rain",0.252,0.994,-21.302,0,10,0.0681,0.203,0.964,0.431,0.0169,71.821,219392,False
Dawn Dewdrops,"Sounds Of Nature : Thunderstorm, Rain",0.108,1.0,-22.327,1,4,0.0351,0.985,0.736,0.931,1e-05,167.125,142096,False
Birdsong on a Stormy Day,"Sounds Of Nature : Thunderstorm, Rain",0.173,1.0,-19.465,1,6,0.0938,0.173,0.945,0.914,0.000657,57.455,203097,False
Anxiety Rain Relief,"Sounds Of Nature : Thunderstorm, Rain",0.161,1.0,-7.356,0,11,0.0552,0.588,0.631,0.649,1e-05,129.671,157819,False
Help Me Sleep - Rain Sounds for Sleep,"Sounds Of Nature : Thunderstorm, Rain",0.143,1.0,-6.468,1,6,0.0925,0.967,0.974,0.475,1e-05,84.43,144957,False
Unwind with Rain,"Sounds Of Nature : Thunderstorm, Rain",0.19,0.996,-19.672,1,7,0.0524,0.158,0.0152,0.409,0.0113,83.821,187926,False
Chirping in the Rain,"Sounds Of Nature : Thunderstorm, Rain",0.09,1.0,-18.195,0,10,0.0553,0.122,0.966,0.897,1e-05,86.641,253090,False
Downpours for Mindfulness,"Sounds Of Nature : Thunderstorm, Rain",0.198,1.0,-13.42,0,9,0.0582,0.497,0.903,0.974,1e-05,74.742,96121,False
British Weather,"Sounds Of Nature : Thunderstorm, Rain",0.391,0.999,-15.947,0,5,0.0483,0.596,0.985,0.842,0.00569,110.088,125001,False
Splashing Rain Drops,"Sounds Of Nature : Thunderstorm, Rain",0.337,0.998,-18.622,1,6,0.0946,0.123,0.449,0.914,0.0162,86.632,419454,False
Warm Spanish Shower,"Sounds Of Nature : Thunderstorm, Rain",0.135,0.999,-20.584,0,11,0.0397,0.49,0.98,0.965,0.00413,90.687,292357,False
Fresh Rainfall,"Sounds Of Nature : Thunderstorm, Rain",0.269,1.0,-19.734,0,10,0.065,0.129,0.626,0.538,1e-05,96.357,172947,False
Rainfall Amongst the Canopy,"Sounds Of Nature : Thunderstorm, Rain",0.248,0.964,-24.3,1,5,0.0475,0.135,0.873,0.385,1e-05,101.532,46802,False
Loopable Raindrops on Roof,"Sounds Of Nature : Thunderstorm, Rain",0.382,0.999,-16.19,1,1,0.0654,0.698,0.976,0.841,0.00617,123.571,170720,False
Light Summer Rain,"Sounds Of Nature : Thunderstorm, Rain",0.168,0.994,-18.255,1,1,0.0763,0.0083,0.987,0.744,0.00877,115.914,149768,False
Soothe Me to Sleep Rain,"Sounds Of Nature : Thunderstorm, Rain",0.311,0.998,-18.615,1,6,0.0994,0.119,0.426,0.916,0.0161,86.765,419454,False
Indian Monsoon Rain,"Sounds Of Nature : Thunderstorm, Rain",0.0,1.0,-13.892,1,8,0.0,0.12,0.517,0.874,0.0,0.0,162496,False
Tranquil Tides,"Sounds Of Nature : Thunderstorm, Rain",0.164,0.999,-13.633,1,2,0.0536,0.379,0.986,0.264,1e-05,84.591,112027,False
Enlightening Rain,"Sounds Of Nature : Thunderstorm, Rain",0.293,0.988,-19.366,1,10,0.0685,0.000688,0.976,0.369,0.0242,78.762,151567,False
Morning Chorus,"Sounds Of Nature : Thunderstorm, Rain",0.204,0.999,-20.207,0,11,0.048,0.39,0.975,0.95,0.00439,116.321,267897,False
Wavering Downpour,"Sounds Of Nature : Thunderstorm, Rain",0.159,1.0,-12.617,1,6,0.0692,0.925,0.62,0.971,1e-05,94.104,112979,False
Loopable Light Rain,"Sounds Of Nature : Thunderstorm, Rain",0.275,1.0,-20.149,1,6,0.0414,0.947,0.645,0.95,1e-05,68.285,207449,False
Racing Rain,"Sounds Of Nature : Thunderstorm, Rain",0.387,0.999,-15.596,0,3,0.0579,0.587,0.986,0.835,0.00614,111.138,108870,False
Water and Rainfall,"Sounds Of Nature : Thunderstorm, Rain",0.161,0.776,-28.338,1,1,0.0725,0.546,0.97,0.387,0.0214,109.58,69381,False
Mindful Rain,"Sounds Of Nature : Thunderstorm, Rain",0.259,1.0,-18.414,1,6,0.0468,0.974,0.601,0.969,1e-05,137.546,119220,False
Evening Stream,"Sounds Of Nature : Thunderstorm, Rain",0.144,0.997,-13.423,0,8,0.0694,0.0808,0.979,0.373,0.0251,81.245,220096,False
Enchanting Thoughts,"Sounds Of Nature : Thunderstorm, Rain",0.118,1.0,-22.186,1,6,0.0367,0.978,0.783,0.934,1e-05,94.687,141798,False
Rolling Rainclouds,"Sounds Of Nature : Thunderstorm, Rain",0.254,0.998,-21.997,0,10,0.0542,0.982,0.689,0.836,0.00166,119.331,166215,False
Appreciating Nature,"Sounds Of Nature : Thunderstorm, Rain",0.171,0.999,-17.159,0,10,0.085,0.151,0.0288,0.753,1e-05,124.838,162477,False
Forest Adventure,"Sounds Of Nature : Thunderstorm, Rain",0.113,0.997,-18.647,0,10,0.0897,0.0911,0.843,0.882,1e-05,95.147,163111,False
Intro (Just Listen),Blacc Suhn,0.735,0.368,-14.966,0,5,0.168,0.000246,0.854,0.0851,0.888,140.03,166333,False
Let Em Know,Blacc Suhn,0.904,0.338,-15.106,1,7,0.241,0.0554,0.0,0.12,0.457,87.934,187040,False
Druglife (feat. Mr Rite),Blacc Suhn,0.748,0.586,-12.16,1,1,0.077,0.0158,5.74e-06,0.348,0.631,95.158,226360,False
Shut Em Down,Blacc Suhn,0.537,0.301,-12.057,0,8,0.381,0.738,0.00156,0.113,0.374,75.422,142053,False
Schools (Skit),Blacc Suhn,0.692,0.221,-17.704,1,5,0.45,0.542,0.0,0.307,0.471,92.564,144947,False
We Know Why (feat. Kdee),Blacc Suhn,0.7,0.648,-11.268,1,9,0.457,0.0605,0.0,0.0459,0.931,82.106,284040,False
Smoke Somethin,Blacc Suhn,0.748,0.327,-11.275,1,7,0.321,0.073,0.0,0.271,0.728,93.929,178040,False
You Know Me (feat. Kdee),Blacc Suhn,0.675,0.691,-10.382,0,11,0.101,0.0477,0.0,0.0616,0.75,90.041,294040,False
Party 2nite,Blacc Suhn,0.754,0.546,-11.15,0,1,0.263,0.246,0.0,0.117,0.24,94.991,222027,False
Blacc Majik (feat. Mr Rite),Blacc Suhn,0.515,0.567,-10.56,0,1,0.0507,0.153,0.0,0.0586,0.584,112.18,186053,False
Oucho *ss (Skit),Blacc Suhn,0.732,0.43,-12.282,1,1,0.896,0.93,1.19e-06,0.242,0.422,90.406,48347,False
Take Ya Hatz Off!,Blacc Suhn,0.677,0.361,-12.281,1,11,0.0953,0.00989,0.0,0.0983,0.699,83.925,180040,False
Drop Dat Line,Blacc Suhn,0.455,0.422,-12.033,1,7,0.367,0.11,0.0,0.184,0.577,82.581,252320,False
Choyboy (feat. Kdee and General),Blacc Suhn,0.684,0.566,-10.91,1,1,0.256,0.175,0.0,0.0801,0.428,93.007,214053,False
Catcha Breath,Blacc Suhn,0.674,0.357,-16.344,0,10,0.463,0.00237,0.941,0.154,0.524,92.793,43867,False
Impossible To Breathe (feat. Kdee and Joe Fury),Blacc Suhn,0.446,0.677,-10.254,1,11,0.491,0.0903,0.0,0.102,0.444,174.157,224053,False
Datz What I Love...,Blacc Suhn,0.708,0.479,-12.995,0,4,0.444,0.0262,0.0,0.0932,0.78,86.882,272040,False
Names (Skit),Blacc Suhn,0.897,0.427,-12.288,1,7,0.669,0.345,4.03e-05,0.0941,0.814,91.933,121813,False
Simple Exhibition,Blacc Suhn,0.694,0.462,-13.728,1,8,0.763,0.707,0.0,0.109,0.125,84.839,110053,False
The Delivery (Outro),Blacc Suhn,0.651,0.682,-10.546,0,2,0.387,0.411,0.0,0.331,0.742,165.964,178427,False
(Alive In The Dead Of Night),XHAIDEN,0.476,0.927,-5.318,1,7,0.0351,0.00133,0.0347,0.964,0.385,98.046,295102,False
Cry No More,Schy West,0.477,0.249,-13.803,0,5,0.258,0.578,0.00127,0.107,0.262,88.978,201433,False
Whatchu Know About It?,Schy West,0.93,0.422,-12.39,1,1,0.188,0.00482,0.000708,0.24,0.468,107.868,106714,False
Te Amo,Schy West,0.754,0.454,-12.228,0,11,0.289,0.35,0.0,0.097,0.147,85.517,179942,False
Play With Your Mind,Schy West,0.653,0.479,-12.341,0,6,0.83,0.474,0.0,0.399,0.784,176.267,142000,False
Steppin in Style,Gregory Echols,0.563,0.195,-14.362,0,4,0.0551,0.0173,0.904,0.11,0.408,70.987,192550,False
I Wanna Be Close to You,Gregory Echols,0.748,0.868,-9.733,1,1,0.0365,0.00231,0.756,0.0385,0.43,105.001,221755,False
Enter the Void,Gregory Echols,0.801,0.594,-15.902,0,6,0.067,6.55e-05,0.907,0.107,0.406,112.006,242522,False
The Algorithm,Gregory Echols,0.616,0.537,-7.846,1,8,0.185,0.000825,0.906,0.0889,0.467,194.047,250672,False
As You Wish,Gregory Echols,0.66,0.506,-13.789,0,5,0.0835,0.000319,0.899,0.109,0.232,89.992,236932,False
I Rest in You,Gregory Echols,0.64,0.482,-15.423,1,1,0.0728,0.0167,0.89,0.11,0.0924,182.032,223688,False
Exit the Void (The Remix),Gregory Echols,0.791,0.577,-17.798,1,9,0.0741,0.00102,0.953,0.681,0.27,112.991,275750,False
Protective Parents,Pranita Jadhav,0.818,0.854,-9.237,0,0,0.0419,0.554,0.816,0.0806,0.941,113.96,111580,False
The Flood,Jesus-Divine,0.663,0.862,-5.535,0,11,0.396,0.311,0.0,0.666,0.428,103.974,270000,False
No Decline,Jesus-Divine,0.495,0.758,-6.051,1,10,0.211,0.0685,0.0,0.314,0.205,110.02,263784,False
Oh No,Jesus-Divine,0.445,0.819,-7.864,0,10,0.438,0.181,0.0,0.102,0.111,171.635,184298,False
Castaway,Jesus-Divine,0.43,0.733,-7.456,1,1,0.243,0.0408,0.0,0.0762,0.506,150.063,224000,False
Wet 'em Up,Jesus-Divine,0.574,0.676,-6.602,0,8,0.374,0.292,0.0,0.142,0.105,163.224,218834,False
Soul,Jesus-Divine,0.763,0.597,-7.367,1,2,0.287,0.0291,0.0,0.193,0.208,105.93,258679,False
God is My Witness,Jesus-Divine,0.651,0.703,-6.933,1,1,0.298,0.0952,1.85e-06,0.453,0.335,91.076,263736,False
O.T.,Jesus-Divine,0.653,0.596,-8.389,1,1,0.0789,0.0364,0.0,0.218,0.0505,113.054,322832,False
Sacrifices,Jesus-Divine,0.47,0.579,-11.922,0,11,0.391,0.0992,0.0,0.0841,0.122,101.224,204706,False
Lifted,Jesus-Divine,0.722,0.717,-8.368,1,0,0.0922,0.0435,0.0,0.155,0.154,126.5,311146,False
Latoia Son,NoHeart Shad,0.712,0.461,-10.832,1,1,0.39,0.0862,0.0,0.202,0.367,157.18,183672,False
My Flag,Big Oso Loc,0.675,0.825,-5.137,0,3,0.175,0.0877,0.0,0.161,0.62,97.051,281000,False
La negra,Mariachi Guadalajara De Silvestre Vargas,0.409,0.54,-9.481,1,7,0.0337,0.697,0.584,0.201,0.962,89.01,176787,False
Las Chiapanecas,Marimba de los Hermanos Paniagua,0.557,0.256,-11.543,1,3,0.0293,0.783,0.286,0.315,0.88,105.877,152200,False
El gusto,Trovadores huastecos del viejo Elpidio,0.525,0.582,-6.285,1,6,0.0516,0.806,0.0,0.279,0.965,149.952,164467,False
El Cascabel,Conjuntos Tlalixcoyan y Medellín,0.489,0.733,-9.512,1,6,0.0421,0.677,0.000379,0.301,0.599,110.757,163933,False
Evangelina,Antonio Tanguma,0.872,0.678,-6.218,1,7,0.0452,0.462,0.377,0.05,0.978,131.513,151853,False
"Male Betulia - Canto purepecha, inter. Coro Hermanas Pulido",Coro Hermanas Pulido,0.55,0.157,-15.332,1,0,0.204,0.945,0.0,0.489,0.663,166.849,95307,False
La bikina,Julio Martinez,0.37,0.48,-7.917,0,9,0.03,0.71,0.135,0.591,0.691,167.273,187627,False
El rey - inter. Los Gallos de Oro,Los Gallos de Oro,0.398,0.323,-9.894,1,0,0.0366,0.374,1.05e-06,0.212,0.733,181.923,130640,False
El pasajero,Mariachi Guadalajara De Silvestre Vargas,0.447,0.527,-8.957,1,2,0.0413,0.718,2.61e-06,0.162,0.634,110.485,208600,False
La rondalla,Elias Torres y su guitarra,0.493,0.304,-10.153,1,9,0.0361,0.894,0.721,0.128,0.397,125.619,191333,False
B A L A J U,Conjuntos Tlalixcoyan y Medellín,0.457,0.766,-8.787,1,1,0.0369,0.787,0.175,0.108,0.985,110.444,150413,False
La Adelita,Mariachi los Vargas de Arturo Mendoza,0.677,0.382,-10.925,1,0,0.0514,0.513,0.835,0.104,0.964,127.584,157867,False
El Pinche Burro,Dj Pinpon,0.751,0.73,-9.175,0,0,0.0645,0.136,0.52,0.164,0.544,137.994,149838,False
Con la Mirada Que Me Das,Grupo Vision,0.666,0.642,-6.683,1,2,0.0313,0.399,0.0,0.3,0.774,149.901,208409,False
Victimized,Dj QuillyJay,0.721,0.542,-10.065,1,1,0.407,0.0375,0.0,0.215,0.568,96.954,125109,False
Intro,Lucky Luciano,0.639,0.697,-5.587,1,11,0.419,0.00215,9.98e-06,0.183,0.656,195.431,108293,False
Nothing 2 a Boss,Lucky Luciano,0.729,0.743,-4.235,1,7,0.0817,0.045,0.0,0.198,0.389,87.009,222907,False
Each & Everyday,Lucky Luciano,0.724,0.728,-5.068,1,7,0.224,0.354,0.0,0.248,0.827,75.5,269893,False
I'm Ballin Boy,Lucky Luciano,0.752,0.747,-5.762,1,9,0.275,0.0794,0.0,0.0637,0.712,160.002,294320,False
Land of the White Cups (feat. Twin Beredaz),Lucky Luciano,0.78,0.598,-4.323,0,10,0.119,0.0711,0.0,0.192,0.736,80.028,311400,False
Cuban Cigar (feat. Uchie),Lucky Luciano,0.572,0.848,-3.023,1,1,0.245,0.0224,0.0,0.0546,0.837,81.849,249280,False
High Calibore Pimp (feat. Ricsta),Lucky Luciano,0.731,0.832,-2.412,1,0,0.374,0.254,0.0,0.47,0.883,179.052,219240,False
Wreck the Mic,Lucky Luciano,0.862,0.72,-4.311,1,1,0.124,0.105,0.0,0.0717,0.39,83.978,217880,False
Lovely,Lucky Luciano,0.751,0.6,-3.775,0,8,0.219,0.00666,0.0,0.0594,0.696,88.544,245333,False
Neighborhood Star,Lucky Luciano,0.613,0.866,-5.105,1,1,0.259,0.256,0.0,0.175,0.809,188.093,248973,False
71 Tray to the 214,Lucky Luciano,0.825,0.676,-4.402,1,1,0.181,0.0528,2.18e-05,0.103,0.5,164.874,276400,False
Nawfty Nawfty,Lucky Luciano,0.772,0.713,-7.135,1,2,0.202,0.477,0.0,0.0872,0.653,86.053,258427,False
They Don't Want to See,Lucky Luciano,0.812,0.436,-5.263,1,1,0.0499,0.0272,0.0,0.0793,0.358,88.992,198747,False
Dope House All-Starz,Lucky Luciano,0.748,0.631,-6.631,1,10,0.134,0.115,0.0,0.0737,0.461,167.028,253853,False
Walk On Toes,Lucky Luciano,0.789,0.55,-7.724,1,2,0.191,0.0223,0.0,0.319,0.754,79.962,372107,False
MAYBE YOU CAN SAVE ME,RIVER HOOKS,0.429,0.464,-9.858,1,0,0.0318,0.841,3.29e-05,0.155,0.353,139.864,228918,False
CAN’T STAY SOBER,RIVER HOOKS,0.34,0.357,-11.169,1,11,0.0307,0.931,0.00848,0.14,0.329,167.695,191696,False
Really Livin',72tmac,0.552,0.554,-8.773,1,1,0.431,0.0767,0.0,0.093,0.454,107.144,157992,False
Hold Your Own,72tmac,0.523,0.603,-9.317,1,6,0.505,0.349,0.0,0.126,0.156,152.121,182544,False
Right Now,72tmac,0.805,0.438,-13.151,0,0,0.313,0.038,0.0,0.134,0.532,93.008,184104,False
Swear,72tmac,0.753,0.643,-10.715,1,1,0.216,0.531,0.0,0.0935,0.723,89.963,176509,False
KoldBlooded,72tmac,0.851,0.761,-7.64,1,5,0.335,0.213,0.0,0.164,0.677,97.038,155928,False
So Hard,72tmac,0.94,0.641,-6.033,1,7,0.31,0.00374,0.0,0.0863,0.508,97.962,211752,False
Fight It,72tmac,0.477,0.509,-12.119,0,3,0.205,0.0583,0.0,0.0671,0.651,79.314,205368,False
So Sick,72tmac,0.566,0.408,-12.981,0,4,0.533,0.648,0.0,0.0972,0.354,127.683,184581,False
Prisoner,72tmac,0.645,0.553,-10.553,0,3,0.25,0.0241,0.0,0.0728,0.526,168.939,213792,False
Anaconda,72tmac,0.591,0.687,-8.893,0,3,0.456,0.00464,0.0,0.0625,0.566,96.541,136224,False
SoulTaker,72tmac,0.706,0.634,-7.905,1,2,0.0551,0.00719,0.0,0.0853,0.313,138.98,222851,False
Hopeless,72tmac,0.642,0.581,-8.377,1,1,0.318,0.77,0.0,0.144,0.296,160.048,207422,False
Same,72tmac,0.477,0.645,-9.406,0,8,0.347,0.21,0.0,0.215,0.835,84.72,158668,False
Damage [Bonus Track],72tmac,0.695,0.659,-7.966,1,1,0.0733,0.0838,0.0,0.113,0.629,90.933,175256,False
More Than Mine,Zara McFarlane,0.365,0.224,-12.234,1,5,0.0322,0.726,2.85e-05,0.124,0.346,72.578,292867,False
Captured (Part 3),Zara McFarlane,0.654,0.238,-15.512,0,8,0.0362,0.622,2.62e-05,0.101,0.356,117.858,257787,False
Mama Done,Zara McFarlane,0.648,0.276,-12.312,0,4,0.345,0.675,0.0,0.109,0.573,87.816,227093,False
Until Tomorrow,Zara McFarlane,0.464,0.184,-13.231,1,5,0.034,0.871,3.01e-06,0.0926,0.275,129.995,314160,False
Blossom Tree,Zara McFarlane,0.627,0.31,-13.186,0,4,0.0529,0.561,2.38e-05,0.0984,0.303,96.113,244827,False
Feed the Spirit (The Children and the Warlock),Zara McFarlane,0.386,0.327,-11.561,1,0,0.0448,0.0299,0.000475,0.101,0.456,70.173,314800,False
Waking Sleep (Thoughts),Zara McFarlane,0.389,0.0375,-21.646,1,0,0.0366,0.942,0.000718,0.111,0.0997,137.26,156707,False
Chiaroscuro,Zara McFarlane,0.581,0.383,-13.151,0,5,0.0425,0.142,0.000151,0.117,0.43,121.724,291067,False
Desire,Zara McFarlane,0.427,0.0869,-16.115,1,6,0.0331,0.965,0.0211,0.0989,0.101,133.182,250187,False
More Than Mine - Alternate Take,Zara McFarlane,0.419,0.268,-12.906,0,2,0.0333,0.55,0.00034,0.0877,0.309,115.822,283573,False
Come and Get It,Christian Rafael,0.718,0.426,-11.039,0,9,0.0805,0.116,0.256,0.0788,0.229,139.956,201320,False
Move It Up,Christian Rafael,0.699,0.581,-8.587,1,10,0.0454,0.326,0.48,0.055,0.323,90.974,131276,False
Nothing,Christian Rafael,0.555,0.418,-11.053,0,7,0.0356,0.716,0.226,0.102,0.0567,128.063,286000,False
Oochee,Christian Rafael,0.415,0.384,-14.195,0,2,0.0345,0.561,0.716,0.12,0.263,128.016,175000,False
Sweet Sour,Christian Rafael,0.581,0.44,-10.078,1,9,0.031,0.658,0.131,0.421,0.123,105.928,181163,False
All Day,Christian Rafael,0.792,0.455,-11.592,0,1,0.0586,0.431,0.744,0.0622,0.161,122.024,194263,False
Ah-Ah-A,Christian Rafael,0.747,0.514,-11.764,0,0,0.0577,0.171,0.454,0.101,0.254,121.964,197253,False
Legendary,OFF KYE,0.712,0.671,-11.647,1,5,0.0471,0.0841,0.243,0.0794,0.707,119.999,268000,False
Throwback,HXE,0.734,0.482,-7.946,1,7,0.376,0.646,0.0,0.159,0.617,145.25,129061,False
Spotlight,HXE,0.812,0.453,-8.355,1,8,0.292,0.454,0.0,0.0829,0.388,79.985,126309,False
Pull Up,HXE,0.753,0.395,-7.513,0,5,0.0813,0.0836,0.0,0.246,0.274,82.484,120000,False
Drop That Mf,HXE,0.936,0.26,-8.424,1,7,0.585,0.00167,0.352,0.112,0.234,130.011,120440,False
Hundred Band Lick,HXE,0.769,0.533,-6.579,0,2,0.115,0.0206,0.0,0.16,0.862,151.087,108740,False
Her Neck,HXE,0.847,0.54,-7.86,1,8,0.207,0.0445,0.0485,0.0893,0.266,130.075,185069,False
Hot Body,HXE,0.842,0.492,-4.893,1,1,0.451,0.136,0.0,0.113,0.54,153.061,138413,False
Why,HXE,0.694,0.466,-10.521,1,1,0.135,0.156,0.0,0.0671,0.863,141.087,149787,False
Momma Say,HXE,0.791,0.556,-12.349,0,7,0.142,0.0498,0.0,0.104,0.548,140.012,233177,False
16 Measures,Speed On the Beat,0.28,0.731,-7.764,1,7,0.103,0.327,0.0,0.629,0.671,150.029,104020,False
Captured Glory,Speed On the Beat,0.277,0.652,-8.417,0,2,0.0695,0.0128,0.0,0.595,0.585,138.108,146103,False
Vents,Speed On the Beat,0.551,0.719,-5.637,1,11,0.24,0.174,0.0,0.119,0.347,78.264,223295,False
Crystal Methods,Speed On the Beat,0.452,0.58,-10.75,1,5,0.095,0.285,0.0,0.653,0.678,149.007,96784,False
Blessed By God,Speed On the Beat,0.384,0.586,-9.201,1,5,0.33,0.492,0.000868,0.162,0.395,80.335,154044,False
In My Face,Speed On the Beat,0.797,0.654,-7.413,1,1,0.0609,0.0104,0.0,0.0568,0.614,120.032,206315,False
Diamond Jam,Speed On the Beat,0.424,0.862,-6.338,1,7,0.232,0.0335,3.15e-06,0.166,0.697,128.519,264934,False
Lisa Lisa,Speed On the Beat,0.372,0.848,-4.808,1,6,0.112,0.14,4.55e-06,0.869,0.862,149.412,128078,False
Magician's Red,Speed On the Beat,0.492,0.606,-7.716,1,1,0.179,0.381,0.0,0.144,0.425,66.73,276637,False
Surgeon General,Speed On the Beat,0.569,0.697,-9.046,0,11,0.0762,0.69,0.0,0.375,0.757,74.388,163318,False
The Cold World,Speed On the Beat,0.396,0.767,-7.142,0,10,0.14,0.00162,0.0,0.162,0.507,136.763,195030,False
Bobblehead,FiyaBoi,0.796,0.39,-11.373,0,11,0.436,0.0746,0.0,0.0745,0.697,74.041,320470,False
Hold On Say,33 Yungin,0.742,0.605,-8.794,1,7,0.34,0.0298,0.0,0.261,0.501,169.107,124971,False
Wellspring - Live,GateCity Music,0.22,0.376,-12.3,1,6,0.0383,0.381,9.86e-06,0.0754,0.0654,169.288,828616,False
Faith and Wonder - Live,GateCity Music,0.486,0.578,-11.145,1,6,0.0357,0.0816,0.0,0.0812,0.276,143.994,1035413,False
Broken Vessels (Amazing Grace) - Live,GateCity Music,0.514,0.348,-12.862,1,7,0.0316,0.0418,0.000562,0.083,0.0956,130.014,1333693,False
Who Is Like You - Live,GateCity Music,0.45,0.381,-14.074,0,3,0.0457,0.382,1.17e-06,0.132,0.246,143.701,295093,False
Your Nature - Live,GateCity Music,0.46,0.597,-10.451,1,0,0.0589,0.0908,1.2e-06,0.112,0.23,139.964,627880,False
Move Your Heart - Live,GateCity Music,0.405,0.233,-14.914,1,0,0.0442,0.54,0.0,0.0644,0.222,131.75,381472,False
Our Father - Live,GateCity Music,0.38,0.379,-12.804,1,5,0.033,0.0132,3.25e-05,0.12,0.082,140.013,529213,False
Come and Behold - Live,GateCity Music,0.274,0.456,-12.664,1,5,0.0387,0.0092,0.0,0.0786,0.164,143.869,743227,False
Death Was Arrested - Live,GateCity Music,0.343,0.429,-11.061,1,5,0.04,0.0848,0.0,0.24,0.172,109.916,604653,False
Victory Belongs To Jesus - Live,GateCity Music,0.382,0.387,-10.449,1,7,0.0336,0.0503,0.236,0.0979,0.162,139.814,932427,False
Love in a Space Station,Wes Howes,0.672,0.414,-18.218,1,1,0.0905,0.0254,0.196,0.0942,0.781,74.962,245656,False
Mercury 2,IEBABII,0.428,0.751,-4.548,0,4,0.119,0.0662,0.0,0.331,0.382,143.937,278918,False
SMOKEDRUGSFTW,IEBABII,0.756,0.426,-13.302,0,8,0.203,0.049,0.0,0.13,0.415,116.922,125899,False
No Pain,IEBABII,0.71,0.484,-12.171,0,8,0.107,0.529,0.0,0.221,0.614,138.934,139459,False
Saucin San Antonio,IEBABII,0.515,0.692,-6.603,0,1,0.0549,0.563,0.0123,0.206,0.43,74.997,153763,False
Left Right,IEBABII,0.722,0.638,-10.477,1,9,0.131,0.368,1.15e-06,0.405,0.302,134.256,171526,False
Change My Mind,IEBABII,0.777,0.33,-15.678,1,1,0.372,0.657,0.0,0.397,0.89,126.047,213902,False
My Life (Intro),Dub 7,0.658,0.48,-9.665,0,9,0.282,0.0488,1.76e-05,0.201,0.184,179.947,237353,False
Life's a Bitch,Dub 7,0.709,0.531,-8.551,0,10,0.0836,0.231,0.0,0.177,0.201,174.99,288018,False
Know Whut I'm Sayin',Dub 7,0.855,0.36,-12.355,0,1,0.631,0.311,0.0,0.343,0.844,59.939,226096,False
Lingering,Dub 7,0.892,0.524,-9.568,1,11,0.0807,0.00462,1.18e-06,0.0926,0.33,137.986,280009,False
Dear Lord,Dub 7,0.817,0.694,-8.374,1,0,0.178,0.365,0.0,0.097,0.777,85.98,315366,False
Daddy's Song,Dub 7,0.826,0.645,-7.82,1,8,0.189,0.353,0.0,0.207,0.798,135.988,284138,False
Keep Calm and Turn Up,Dub 7,0.861,0.386,-8.992,1,1,0.491,0.0503,0.0,0.122,0.0385,77.034,263397,False
Sippin' Crown,Dub 7,0.654,0.565,-10.335,1,9,0.49,0.0454,0.0,0.354,0.826,86.701,393062,False
